country,region,year,co2_emissions_capita,gdp_capita,lifeexpectancy,population
Central African Republic,Sub-Saharan Africa ,1998,0.0717469641708282,438.455292473049,44.857,3475492
Central African Republic,Sub-Saharan Africa ,1999,0.074205441574991,443.704269273904,44.461,3558014
Central African Republic,Sub-Saharan Africa ,2000,0.0735328575466559,422.863906510783,44.19,3640427
Central African Republic,Sub-Saharan Africa ,2001,0.0660096216622273,432.060136879743,44.061,3722018
Central African Republic,Sub-Saharan Africa ,2002,0.0646188134644599,438.253133312802,44.063,3802128
Central African Republic,Sub-Saharan Africa ,2003,0.0604681925424246,406.153825194334,44.182,3881181
Central African Republic,Sub-Saharan Africa ,2004,0.0592665172511759,421.946969836605,44.413,3959875
Central African Republic,Sub-Saharan Africa ,2005,0.0581143636238474,417.501900137222,44.744,4038382
Central African Republic,Sub-Saharan Africa ,2006,0.0605516808970418,428.956919649899,45.158,4118069
Central African Republic,Sub-Saharan Africa ,2007,0.0602721289372822,440.176442478945,45.636,4198010
Central African Republic,Sub-Saharan Africa ,2008,0.0592092977760388,441.296784922234,46.161,4273366
Central African Republic,Sub-Saharan Africa ,2009,0.058332151811187,472.093180257763,46.719,4337625
Central African Republic,Sub-Saharan Africa ,2010,0.0601864516199626,488.421401781569,47.312,4386768
Central African Republic,Sub-Saharan Africa ,2011,0.0630719525210948,505.238458728031,47.95,4418636
Central African Republic,Sub-Saharan Africa ,2012,0.0661254639162477,528.644927384143,48.638,4436415
Central African Republic,Sub-Saharan Africa ,2013,0.0643052449874571,335.38915520098,49.371,4447942
Central African Republic,Sub-Saharan Africa ,2014,0.0648928413424653,334.440498597729,50.129,4464175
Central African Republic,Sub-Saharan Africa ,2015,0.0652902071366096,346.693797341047,50.881,4493170
Central African Republic,Sub-Saharan Africa ,2016,0.0654577982130544,359.600040296453,51.593,4537687
Central African Republic,Sub-Saharan Africa ,2017,NA,371.108792249647,52.24,4596028
Central African Republic,Sub-Saharan Africa ,2018,NA,379.36500856344003,52.805,4666377
Central African Republic,Sub-Saharan Africa ,2019,NA,384.145561598858,NA,4745185
Canada,North America,1970,16.0141487525793,22843.5523747396,72.7004878048781,21324000
Canada,North America,1971,16.055332175092,23060.5088812142,73.0292682926829,21962032
Canada,North America,1972,17.1540659225618,24050.2566506235,72.9339024390244,22218463
Canada,North America,1973,16.9671352779285,25382.0403752121,73.1626829268293,22491777
Canada,North America,1974,17.0980056137397,25851.2336563956,73.2375609756098,22807969
Canada,North America,1975,17.160208915981,25848.9688648452,73.5217073170732,23143275
Canada,North America,1976,17.0286240723165,27010.7760285262,73.8560975609756,23449808
Canada,North America,1977,17.2028352375087,27614.3898284745,74.2156097560976,23725843
Canada,North America,1978,17.3556294623886,28347.9672961145,74.529756097561,23963203
Canada,North America,1979,18.2661011628018,29110.4717482822,74.8663414634146,24201544
Canada,North America,1980,18.0796205544805,29356.9218245922,75.0780487804878,24515667
Canada,North America,1981,17.3249352787872,30004.4526257996,75.4634146341463,24819915
Canada,North America,1982,16.5151888315066,28704.6157618418,75.7634146341463,25116942
Canada,North America,1983,16.1113255456981,29161.6317440133,76.0658536585366,25366451
Canada,North America,1984,16.6202525140242,30594.4444604675,76.2170731707317,25607053
Canada,North America,1985,16.3329904563543,31752.3511420705,76.3682926829268,25842116
Canada,North America,1986,15.5191125933601,32112.6259847442,76.519512195122,26100278
Canada,North America,1987,16.3101946446729,32982.9118653542,76.719512195122,26446601
Canada,North America,1988,17.0221743658598,33993.8521588625,76.919512195122,26791747
Canada,North America,1989,16.9841929661715,34163.0005469455,77.119512195122,27276781
Canada,North America,1990,15.7155413764505,33707.2169533894,77.4219512195122,27691138
Canada,North America,1991,15.22180457403,32596.4321277808,77.6219512195122,28037420
Canada,North America,1992,15.5431478837178,32502.8701240291,77.7243902439024,28371264
Canada,North America,1993,15.533711101824,33003.0441139149,77.8243902439025,28684764
Canada,North America,1994,15.7530718521849,34110.7011294855,77.8268292682927,29000663
Canada,North America,1995,15.9590771526519,34669.0282895651,78.0292682926829,29302311
Canada,North America,1996,16.1910294952911,34864.0304216485,78.1804878048781,29610218
Canada,North America,1997,16.5617340068939,35996.7102498798,78.4317073170732,29905948
Canada,North America,1998,16.7975727083376,36697.5498640157,78.6341463414634,30155173
Canada,North America,1999,16.9528853483369,37845.7397551118,78.8853658536585,30401286
Canada,North America,2000,17.4146389543283,39338.8368965264,79.1365853658537,30685730
Canada,North America,2001,17.0184280586038,39460.7360670365,79.3390243902439,31020902
Canada,North America,2002,16.5603922107467,40369.7445526879,79.490243902439,31360079
Canada,North America,2003,17.4788413156505,41532.2195539328,79.7414634146342,31644028
Canada,North America,2004,17.3245549911234,42757.003978954,79.8926829268293,31940655
Canada,North America,2005,17.4119009657468,44471.0800715094,80.1926829268293,32243753
Canada,North America,2006,17.5613359223711,45857.9965548037,80.3439024390244,32571174
Canada,North America,2007,17.3871572051771,48534.1744824198,80.5439024390244,32889025
Canada,North America,2008,16.8974566156381,48495.2040370934,80.6951219512195,33247118
Canada,North America,2009,15.8254295896431,46540.6436997867,80.9951219512195,33628895
Canada,North America,2010,15.5055133983822,47448.0132198383,81.2463414634146,34004889
Canada,North America,2011,15.2237939542672,48464.4962792344,81.4487804878049,34339328
Canada,North America,2012,14.9138220064387,48785.9360790745,81.6487804878049,34714222
Canada,North America,2013,14.7988828990854,49397.5233204788,81.7487804878049,35082954
Canada,North America,2014,15.2554723274977,50306.944611617,81.8,35437435
Canada,North America,2015,15.3889503062328,50262.027665796,81.9,35702908
Canada,North America,2016,15.0900564718629,50193.7504173755,81.9,36109487
Canada,North America,2017,NA,51170.475833794,81.9487804878049,36543321
Canada,North America,2018,NA,51476.2007788603,81.9487804878049,37057765
Canada,North America,2019,NA,51588.7614438126,NA,37589262
Switzerland,Europe & Central Asia,1970,6.51957044283522,49581.2386784729,73.020243902439,6180877
Switzerland,Europe & Central Asia,1971,6.75043498735555,51331.8003872515,73.1307317073171,6213399
Switzerland,Europe & Central Asia,1972,6.8637398186475,52572.2937935674,73.6443902439025,6260956
Switzerland,Europe & Central Asia,1973,7.33475928944452,53777.2339262308,73.9409756097561,6307347
Switzerland,Europe & Central Asia,1974,6.54131127092498,54266.6177616367,74.2870731707317,6341405
Switzerland,Europe & Central Asia,1975,6.16813754134962,50336.2965701713,74.6656097560976,6338632
Switzerland,Europe & Central Asia,1976,6.42342789469074,49914.2318162707,74.7853658536585,6302504
Switzerland,Europe & Central Asia,1977,6.54098549092893,51302.5974848704,75.2380487804878,6281174
Switzerland,Europe & Central Asia,1978,6.72077870805818,51507.8430899213,75.1873170731707,6281738
Switzerland,Europe & Central Asia,1979,6.34085058619892,52685.2639425842,75.4660975609756,6294365
Switzerland,Europe & Central Asia,1980,6.41494978643569,54891.4347166342,75.459268292683,6319408
Switzerland,Europe & Central Asia,1981,6.11563526014963,55466.1635220715,75.6931707317073,6354074
Switzerland,Europe & Central Asia,1982,5.73116759023856,54420.9719301372,76.0339024390244,6391309
Switzerland,Europe & Central Asia,1983,6.24251846887248,54534.4261000724,76.0312195121951,6418773
Switzerland,Europe & Central Asia,1984,6.08124526049521,55973.7011024705,76.6085365853659,6441865
Switzerland,Europe & Central Asia,1985,6.15533853190662,57774.3443386955,76.7336585365854,6470365
Switzerland,Europe & Central Asia,1986,6.50282466939437,58542.7118072917,76.8990243902439,6504124
Switzerland,Europe & Central Asia,1987,6.15003928125839,59098.5183655158,77.1975609756098,6545106
Switzerland,Europe & Central Asia,1988,6.17452610843655,60588.5971782758,77.2265853658537,6593386
Switzerland,Europe & Central Asia,1989,5.93778298855168,62703.5288001857,77.4212195121951,6646912
Switzerland,Europe & Central Asia,1990,6.34508516765421,64343.5184213173,77.2424390243902,6715519
Switzerland,Europe & Central Asia,1991,6.28029708331409,62962.39135115,77.5146341463415,6799978
Switzerland,Europe & Central Asia,1992,6.22423627316314,62244.7969746094,77.8060975609756,6875364
Switzerland,Europe & Central Asia,1993,5.87342383146219,61602.7901206341,78.0853658536586,6938265
Switzerland,Europe & Central Asia,1994,5.90858368024799,61889.6659598589,78.35,6993795
Switzerland,Europe & Central Asia,1995,5.5713169751758604,61773.0963092114,78.4170731707317,7040687
Switzerland,Europe & Central Asia,1996,5.6401025191428,61833.0071093772,78.8960975609756,7071850
Switzerland,Europe & Central Asia,1997,5.84948312193729,63127.7396668794,79.079512195122,7088906
Switzerland,Europe & Central Asia,1998,5.86565191762983,64822.2941465355,79.3243902439025,7110001
Switzerland,Europe & Central Asia,1999,5.69607366526638,65607.2092578829,79.580487804878,7143991
Switzerland,Europe & Central Asia,2000,5.44263089396945,67807.9268104421,79.6804878048781,7184250
Switzerland,Europe & Central Asia,2001,5.94542766700406,68264.5262471243,80.1804878048781,7229854
Switzerland,Europe & Central Asia,2002,5.59507027897857,67860.244836135,80.3853658536585,7284753
Switzerland,Europe & Central Asia,2003,5.47676543442357,67385.2976593135,80.5365853658537,7339001
Switzerland,Europe & Central Asia,2004,5.47298990138201,68781.6125860233,81.0878048780488,7389625
Switzerland,Europe & Central Asia,2005,5.57264934050368,70471.4385176523,81.2365853658537,7437115
Switzerland,Europe & Central Asia,2006,5.61128465323184,72823.8372534677,81.490243902439,7483934
Switzerland,Europe & Central Asia,2007,5.0465995957949,75143.7022036991,81.7414634146342,7551117
Switzerland,Europe & Central Asia,2008,5.29694959579219,75793.6330393036,81.9926829268293,7647675
Switzerland,Europe & Central Asia,2009,5.39360040269474,73189.1925566825,82.0439024390244,7743831
Switzerland,Europe & Central Asia,2010,5.00217421058826,74605.7210207051,82.2463414634147,7824909
Switzerland,Europe & Central Asia,2011,4.69938190672411,75029.7578197262,82.6951219512195,7912398
Switzerland,Europe & Central Asia,2012,4.7336624958218,74984.137116844,82.6975609756098,7996861
Switzerland,Europe & Central Asia,2013,4.99822136424873,75499.7067488094,82.7975609756098,8089346
Switzerland,Europe & Central Asia,2014,4.3572401259353,76410.8566570726,83.1975609756098,8188649
Switzerland,Europe & Central Asia,2015,4.30703579012643,76553.2821378352,82.8975609756098,8282396
Switzerland,Europe & Central Asia,2016,4.11748982305503,77026.3354741066,83.6024390243903,8373338
Switzerland,Europe & Central Asia,2017,NA,77684.0481752722,83.5512195121951,8451840
Switzerland,Europe & Central Asia,2018,NA,79234.9629398677,83.7536585365854,8514329
Switzerland,Europe & Central Asia,2019,NA,79406.6576094621,NA,8574832
Chile,Latin America & Caribbean ,1960,1.65878637499862,3611.91791176056,57.219,8132990
Chile,Latin America & Caribbean ,1961,1.74301281664527,3723.17327361945,57.616,8303811
Chile,Latin America & Caribbean ,1962,1.97303175914489,3794.01077306602,58.031,8476897
Chile,Latin America & Caribbean ,1963,2.00637393448409,3935.05072327796,58.467,8650387
Chile,Latin America & Caribbean ,1964,1.98649683547389,3957.23691302924,58.927,8821858
Chile,Latin America & Caribbean ,1965,1.97634750119054,3920.29029714583,59.415,8989621
Chile,Latin America & Caribbean ,1966,2.05328256441386,4283.01760687328,59.931,9152844
Chile,Latin America & Caribbean ,1967,2.06817950203472,4361.99681672404,60.474,9312095
Chile,Latin America & Caribbean ,1968,2.24151900258162,4443.87678220638,61.044,9468845
Chile,Latin America & Caribbean ,1969,2.34337515500796,4543.79245432221,61.637,9625312
Chile,Latin America & Caribbean ,1970,2.52109824929312,4552.25558836437,62.254,9783134
Chile,Latin America & Caribbean ,1971,2.72515407493337,4901.24595451209,62.895,9942727
Chile,Latin America & Caribbean ,1972,2.79026183940614,4773.97747305416,63.555,10103674
Chile,Latin America & Caribbean ,1973,2.69367890308713,4462.26686687839,64.231,10265829
Chile,Latin America & Caribbean ,1974,2.48878403819884,4497.1725663308,64.917,10428798
Chile,Latin America & Caribbean ,1975,2.17271761477457,3856.03583894317,65.609,10592307
Chile,Latin America & Caribbean ,1976,2.24072365606452,3942.56661737105,66.307,10756878
Chile,Latin America & Caribbean ,1977,2.11571011369909,4288.21906171492,67.005,10922779
Chile,Latin America & Caribbean ,1978,2.06941514532429,4549.16215576722,67.698,11089165
Chile,Latin America & Caribbean ,1979,2.20902103150483,4859.5059931411,68.378,11254877
Chile,Latin America & Caribbean ,1980,2.21252824592087,5172.03574880806,69.033,11419348
Chile,Latin America & Caribbean ,1981,2.12003128298757,5432.1504956862,69.655,11582014
Chile,Latin America & Caribbean ,1982,1.75545216580746,4767.19946935203,70.239,11743911
Chile,Latin America & Caribbean ,1983,1.75005298976483,4465.62929279784,70.782,11907960
Chile,Latin America & Caribbean ,1984,1.83803360369792,4583.38406951977,71.282,12078135
Chile,Latin America & Caribbean ,1985,1.75433417452352,4697.51665824094,71.737,12257236
Chile,Latin America & Caribbean ,1986,1.78756270276381,4875.12707258849,72.148,12445823
Chile,Latin America & Caribbean ,1987,1.79333997420217,5109.1706239881,72.524,12642924
Chile,Latin America & Caribbean ,1988,2.09584316517779,5397.02641250699,72.872,12847708
Chile,Latin America & Caribbean ,1989,2.48009374245238,5836.71398945348,73.198,13058758
Chile,Latin America & Caribbean ,1990,2.5096528165056,5933.20706414474,73.509,13274623
Chile,Latin America & Caribbean ,1991,2.32107559559069,6291.68490694271,73.808,13495258
Chile,Latin America & Caribbean ,1992,2.36701023533911,6879.77948881615,74.1,13719819
Chile,Latin America & Caribbean ,1993,2.48315793753676,7214.69291775463,74.386,13944937
Chile,Latin America & Caribbean ,1994,2.68974181051704,7459.17730595999,74.671,14166340
Chile,Latin America & Caribbean ,1995,2.90282435007739,8004.31544614743,74.957,14380866
Chile,Latin America & Caribbean ,1996,3.32477629620692,8427.82189597191,75.244,14587370
Chile,Latin America & Caribbean ,1997,3.81401013917012,8932.07228879332,75.53,14786220
Chile,Latin America & Caribbean ,1998,3.84848448026147,9199.1976785662,75.813,14977733
Chile,Latin America & Caribbean ,1999,4.05617194713377,9049.47157913229,76.092,15162800
Chile,Latin America & Caribbean ,2000,3.83350669874432,9419.98294955914,76.366,15342353
Chile,Latin America & Caribbean ,2001,3.43772837952392,9622.15362871309,76.634,15516113
Chile,Latin America & Caribbean ,2002,3.51703918203102,9814.65613491896,76.894,15684409
Chile,Latin America & Caribbean ,2003,3.508135131295,10109.6680484322,77.146,15849652
Chile,Latin America & Caribbean ,2004,3.73249299046498,10726.6448499322,77.391,16014971
Chile,Latin America & Caribbean ,2005,3.82001803034236,11225.0799494747,77.63,16182721
Chile,Latin America & Caribbean ,2006,3.96308105705927,11808.8347703093,77.865,16354504
Chile,Latin America & Caribbean ,2007,4.33379715121328,12256.4296859791,78.099,16530195
Chile,Latin America & Caribbean ,2008,4.30034046637298,12553.7948363739,78.33,16708258
Chile,Latin America & Caribbean ,2009,3.95621640079056,12227.2145300329,78.558,16886186
Chile,Latin America & Caribbean ,2010,4.23447610601378,12808.034586422,78.779,17062536
Chile,Latin America & Caribbean ,2011,4.59822558011175,13455.8378125533,78.986,17233576
Chile,Latin America & Caribbean ,2012,4.65362524092192,14035.679130826,79.176,17400347
Chile,Latin America & Caribbean ,2013,4.73643108698645,14461.1743775739,79.349,17571507
Chile,Latin America & Caribbean ,2014,4.45413816203979,14561.3261643078,79.504,17758959
Chile,Latin America & Caribbean ,2015,4.63258565848197,14722.366327631,79.646,17969353
Chile,Latin America & Caribbean ,2016,4.71317192071555,14777.1488448942,79.779,18209068
Chile,Latin America & Caribbean ,2017,NA,14741.1924958248,79.909,18470439
Chile,Latin America & Caribbean ,2018,NA,15111.6954231416,80.042,18729160
Chile,Latin America & Caribbean ,2019,NA,15091.4505062473,NA,18952038
China,East Asia & Pacific,1960,1.17038137226978,191.953181763804,43.725,667070000
China,East Asia & Pacific,1961,0.836046900792028,141.032525814304,44.051,660330000
China,East Asia & Pacific,1962,0.661428164381093,132.074838077003,44.783,665770000
China,East Asia & Pacific,1963,0.640001899360285,142.141918312653,45.972,682335000
China,East Asia & Pacific,1964,0.625646053941047,164.12984514534,47.592,698355000
China,East Asia & Pacific,1965,0.665524211218076,187.43281839165,49.549,715185000
China,East Asia & Pacific,1966,0.710891381561055,201.693464319566,51.696,735400000
China,East Asia & Pacific,1967,0.574162146975018,185.232257099099,53.847,754550000
China,East Asia & Pacific,1968,0.60545199674633,173.059808939523,55.843,774510000
China,East Asia & Pacific,1969,0.725149509123457,196.906309011223,57.603,796025000
China,East Asia & Pacific,1970,0.942934534989582,228.510557839595,59.085,818315000
China,East Asia & Pacific,1971,1.04223969658961,238.014714589444,60.303,841105000
China,East Asia & Pacific,1972,1.08067663654397,241.085356629667,61.344,862030000
China,East Asia & Pacific,1973,1.09819569131687,253.928679992954,62.281,881940000
China,East Asia & Pacific,1974,1.09736711056811,254.482258900259,63.134,900350000
China,East Asia & Pacific,1975,1.25012409495905,271.828890684662,63.915,916395000
China,East Asia & Pacific,1976,1.28528313553995,263.452967311753,64.631,930685000
China,East Asia & Pacific,1977,1.38884289658754,279.560486143076,65.278,943455000
China,East Asia & Pacific,1978,1.52920110964112,307.08736374722,65.857,956165000
China,East Asia & Pacific,1979,1.5426750986837,326.047625691632,66.377,969005000
China,East Asia & Pacific,1980,1.49525074931082,347.120087871446,66.844,981235000
China,East Asia & Pacific,1981,1.46043181655825,360.427967795047,67.26,993885000
China,East Asia & Pacific,1982,1.56673968353113,386.890341740908,67.627,1008630000
China,East Asia & Pacific,1983,1.62905590778943,422.659190889166,67.949,1023310000
China,East Asia & Pacific,1984,1.75044806018373,480.302863849621,68.231,1036825000
China,East Asia & Pacific,1985,1.87105479144466,537.502652552483,68.473,1051040000
China,East Asia & Pacific,1986,1.93943425697654,576.90875661923,68.673,1066790000
China,East Asia & Pacific,1987,2.03841068876927,634.092911038279,68.831,1084035000
China,East Asia & Pacific,1988,2.1509052249848,694.064791777428,68.954,1101630000
China,East Asia & Pacific,1989,2.15307791087471,712.115363325365,69.054,1118650000
China,East Asia & Pacific,1990,2.15200053735735,729.160645387844,69.145,1135185000
China,East Asia & Pacific,1991,2.22866212481969,786.129658834728,69.242,1150780000
China,East Asia & Pacific,1992,2.30609561447934,886.950358931777,69.355,1164970000
China,East Asia & Pacific,1993,2.44280065934625,998.404789343152,69.496,1178440000
China,East Asia & Pacific,1994,2.56599389177193,1116.03253544564,69.67,1191835000
China,East Asia & Pacific,1995,2.75575496636525,1224.84882139751,69.885,1204855000
China,East Asia & Pacific,1996,2.84430958153669,1332.41730942829,70.14,1217550000
China,East Asia & Pacific,1997,2.82056789057578,1440.5902498341,70.428,1230075000
China,East Asia & Pacific,1998,2.67674598026467,1538.66284389771,70.737,1241935000
China,East Asia & Pacific,1999,2.64864924664833,1642.35748775729,71.063,1252735000
China,East Asia & Pacific,2000,2.69686243322549,1767.83362700859,71.397,1262645000
China,East Asia & Pacific,2001,2.74212081298895,1901.40762975195,71.732,1271850000
China,East Asia & Pacific,2002,3.0070831974383,2061.16228377566,72.061,1280400000
China,East Asia & Pacific,2003,3.52407409267308,2253.92968857986,72.381,1288400000
China,East Asia & Pacific,2004,4.03799065100399,2467.13284333365,72.689,1296075000
China,East Asia & Pacific,2005,4.52317806354125,2732.16587968885,72.985,1303720000
China,East Asia & Pacific,2006,4.98031419657976,3062.53490453063,73.271,1311020000
China,East Asia & Pacific,2007,5.0821236215603,3480.15272549424,73.553,1317885000
China,East Asia & Pacific,2008,5.7019150246668,3796.63336331895,73.835,1324655000
China,East Asia & Pacific,2009,5.67717025674924,4132.90231241877,74.119,1331260000
China,East Asia & Pacific,2010,6.56052000702696,4550.45359583857,74.409,1337705000
China,East Asia & Pacific,2011,7.24151541889549,4961.23468857388,74.708,1344130000
China,East Asia & Pacific,2012,7.42475091638009,5325.1601061666,75.013,1350695000
China,East Asia & Pacific,2013,7.55721104480691,5710.58787337751,75.321,1357380000
China,East Asia & Pacific,2014,7.54390764144927,6103.59027048428,75.629,1364270000
China,East Asia & Pacific,2015,7.39852456644448,6500.28193729732,75.928,1371220000
China,East Asia & Pacific,2016,7.17580989725568,6907.96201058196,76.21,1378665000
China,East Asia & Pacific,2017,NA,7346.61135498219,76.47,1386395000
China,East Asia & Pacific,2018,NA,7806.95309535737,76.704,1392730000
China,East Asia & Pacific,2019,NA,8254.3009299971909,NA,1397715000
Cote d'Ivoire,Sub-Saharan Africa ,1960,0.131878124863531,1225.52528467912,36.095,3503553
Cote d'Ivoire,Sub-Saharan Africa ,1961,0.15247388651632,1299.76519469778,36.948,3631553
Cote d'Ivoire,Sub-Saharan Africa ,1962,0.155597032539277,1267.13839341278,37.78,3770766
Cote d'Ivoire,Sub-Saharan Africa ,1963,0.159083740533677,1396.00990710984,38.583,3918628
Cote d'Ivoire,Sub-Saharan Africa ,1964,0.187339475184402,1580.27709077669,39.358,4071411
Cote d'Ivoire,Sub-Saharan Africa ,1965,0.277616112636284,1474.83174092966,40.115,4226844
Cote d'Ivoire,Sub-Saharan Africa ,1966,0.295285428292996,1586.68668152644,40.873,4383728
Cote d'Ivoire,Sub-Saharan Africa ,1967,0.327629460556441,1601.04961195199,41.647,4544164
Cote d'Ivoire,Sub-Saharan Africa ,1968,0.374236468932038,1737.35131859175,42.449,4713135
Cote d'Ivoire,Sub-Saharan Africa ,1969,0.426040822693831,1831.45058505821,43.276,4897472
Cote d'Ivoire,Sub-Saharan Africa ,1970,0.478673336908357,1940.40375703119,44.123,5102064
Cote d'Ivoire,Sub-Saharan Africa ,1971,0.507858136926826,2033.55187442299,44.979,5328744
Cote d'Ivoire,Sub-Saharan Africa ,1972,0.540576301667958,2025.69813658246,45.824,5576038
Cote d'Ivoire,Sub-Saharan Africa ,1973,0.549280442406462,2048.48272176914,46.64,5841506
Cote d'Ivoire,Sub-Saharan Africa ,1974,0.581684564597139,2039.44893949551,47.418,6121285
Cote d'Ivoire,Sub-Saharan Africa ,1975,0.62218422641247,2107.53168724772,48.147,6412403
Cote d'Ivoire,Sub-Saharan Africa ,1976,0.590416520826041,2272.86600348871,48.825,6713950
Cote d'Ivoire,Sub-Saharan Africa ,1977,0.577201210959204,2330.61948564573,49.456,7026496
Cote d'Ivoire,Sub-Saharan Africa ,1978,0.655545714647217,2471.01538812747,50.041,7350270
Cote d'Ivoire,Sub-Saharan Africa ,1979,0.705640237119366,2419.68723215243,50.579,7685918
Cote d'Ivoire,Sub-Saharan Africa ,1980,0.774604196100154,2061.28695781779,51.072,8033650
Cote d'Ivoire,Sub-Saharan Africa ,1981,0.532114656114932,2041.92989888979,51.525,8393691
Cote d'Ivoire,Sub-Saharan Africa ,1982,0.697002814264798,1959.35764639542,51.94,8764989
Cote d'Ivoire,Sub-Saharan Africa ,1983,0.529303064178396,1804.70806660933,52.314,9144931
Cote d'Ivoire,Sub-Saharan Africa ,1984,0.56716655961995,1684.98805186131,52.645,9530107
Cote d'Ivoire,Sub-Saharan Africa ,1985,0.738709539517065,1691.9335014269,52.922,9918196
Cote d'Ivoire,Sub-Saharan Africa ,1986,0.578834418116669,1681.12978183502,53.139,10307281
Cote d'Ivoire,Sub-Saharan Africa ,1987,0.71809924179726,1614.04882563607,53.286,10698194
Cote d'Ivoire,Sub-Saharan Africa ,1988,0.82563083001074,1574.04645683252,53.357,11094748
Cote d'Ivoire,Sub-Saharan Africa ,1989,0.740895091123638,1563.01305995116,53.35,11502449
Cote d'Ivoire,Sub-Saharan Africa ,1990,0.422209050877422,1491.1223281993,53.254,11924877
Cote d'Ivoire,Sub-Saharan Africa ,1991,0.369001603004981,1438.93721054799,53.062,12362407
Cote d'Ivoire,Sub-Saharan Africa ,1992,0.319979026602388,1385.00157179729,52.779,12812421
Cote d'Ivoire,Sub-Saharan Africa ,1993,0.402850347918491,1334.50442517789,52.423,13271643
Cote d'Ivoire,Sub-Saharan Africa ,1994,0.341192447300351,1299.90366279459,52.013,13735433
Cote d'Ivoire,Sub-Saharan Africa ,1995,0.466129995699928,1346.9960156077,51.569,14199762
Cote d'Ivoire,Sub-Saharan Africa ,1996,0.53460471225377,1405.06202623788,51.109,14665127
Cote d'Ivoire,Sub-Saharan Africa ,1997,0.500221834297678,1412.81235634433,50.657,15130663
Cote d'Ivoire,Sub-Saharan Africa ,1998,0.443396717798373,1438.84873155676,50.242,15589414
Cote d'Ivoire,Sub-Saharan Africa ,1999,0.390885667571886,1421.70773485769,49.891,16032573
Cote d'Ivoire,Sub-Saharan Africa ,2000,0.412726893061592,1356.58583478253,49.635,16454668
Cote d'Ivoire,Sub-Saharan Africa ,2001,0.458455887981185,1326.12756721457,49.495,16853026
Cote d'Ivoire,Sub-Saharan Africa ,2002,0.422848417660199,1275.36818694798,49.475,17231539
Cote d'Ivoire,Sub-Saharan Africa ,2003,0.310243408802809,1231.719195257,49.572,17599610
Cote d'Ivoire,Sub-Saharan Africa ,2004,0.426478537540482,1221.1572170007,49.788,17970494
Cote d'Ivoire,Sub-Saharan Africa ,2005,0.426346238315,1216.18707565008,50.12,18354514
Cote d'Ivoire,Sub-Saharan Africa ,2006,0.373056109662128,1208.26438051626,50.561,18754916
Cote d'Ivoire,Sub-Saharan Africa ,2007,0.353478286247257,1202.88900133888,51.091,19171237
Cote d'Ivoire,Sub-Saharan Africa ,2008,0.345647504543224,1206.15073705977,51.682,19605569
Cote d'Ivoire,Sub-Saharan Africa ,2009,0.282074855924831,1217.20786972238,52.313,20059147
Cote d'Ivoire,Sub-Saharan Africa ,2010,0.339322893203363,1213.11264506443,52.964,20532950
Cote d'Ivoire,Sub-Saharan Africa ,2011,0.344577054500157,1132.5484005404,53.62,21028655
Cote d'Ivoire,Sub-Saharan Africa ,2012,0.431247826862605,1223.6319350233,54.271,21547188
Cote d'Ivoire,Sub-Saharan Africa ,2013,0.483620535682957,1299.81167267393,54.906,22087505
Cote d'Ivoire,Sub-Saharan Africa ,2014,0.489631014351446,1379.14068216006,55.508,22647683
Cote d'Ivoire,Sub-Saharan Africa ,2015,0.471910596606591,1463.71052702022,56.065,23226143
Cote d'Ivoire,Sub-Saharan Africa ,2016,0.406063977429272,1529.50745372791,56.567,23822714
Cote d'Ivoire,Sub-Saharan Africa ,2017,NA,1600.76524303476,57.017,24437469
Cote d'Ivoire,Sub-Saharan Africa ,2018,NA,1666.43225652443,57.422,25069229
Cote d'Ivoire,Sub-Saharan Africa ,2019,NA,1735.80147179537,NA,25716544
Cameroon,Sub-Saharan Africa ,1960,0.052416901330096403,957.268911048322,41.785,5176918
Cameroon,Sub-Saharan Africa ,1961,0.0534263182124107,948.788311915758,42.255,5285017
Cameroon,Sub-Saharan Africa ,1962,0.0536594817039344,957.054364096145,42.721,5398729
Cameroon,Sub-Saharan Africa ,1963,0.0544922676339554,971.393458214469,43.182,5518104
Cameroon,Sub-Saharan Africa ,1964,0.0597841303865508,983.581667644255,43.639,5643036
Cameroon,Sub-Saharan Africa ,1965,0.0539867807341177,980.825911676565,44.095,5773543
Cameroon,Sub-Saharan Africa ,1966,0.0583256992271588,1002.4190256351,44.555,5909882
Cameroon,Sub-Saharan Africa ,1967,0.0757341691422604,872.00292609851,45.025,6052420
Cameroon,Sub-Saharan Africa ,1968,0.0816017252842215,905.063032875934,45.509,6201413
Cameroon,Sub-Saharan Africa ,1969,0.0899864277565906,926.174029234037,46.008,6357092
Cameroon,Sub-Saharan Africa ,1970,0.0978652288227699,930.98911991222,46.523,6519762
Cameroon,Sub-Saharan Africa ,1971,0.121143190792001,938.917354556947,47.053,6689662
Cameroon,Sub-Saharan Africa ,1972,0.125487500105575,939.102628170358,47.593,6867178
Cameroon,Sub-Saharan Africa ,1973,0.127383274475322,963.351399271381,48.135,7052849
Cameroon,Sub-Saharan Africa ,1974,0.134591330521339,1038.13988011165,48.675,7247287
Cameroon,Sub-Saharan Africa ,1975,0.156010008785334,1123.29636597867,49.205,7451054
Cameroon,Sub-Saharan Africa ,1976,0.14257673719268,1032.01904767361,49.719,7664406
Cameroon,Sub-Saharan Africa ,1977,0.198516271191598,1140.60763054991,50.213,7887560
